# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_6	cds	88317	88961	+	LPARA_02225	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q036U7
contig_6	cds	88977	89639	+	LPARA_02226	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q036U8
contig_6	cds	89798	90733	+	LPARA_02227	613.0	1.1e-221	1.0	0.984	0.990	UniRef:UniRef90_S2NMW1
contig_6	cds	90818	91573	+	LPARA_02228	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8E0MC55
contig_6	cds	91595	92335	+	LPARA_02229	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A826HV86
contig_6	cds	92466	93866	+	LPARA_02230	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034335B1
contig_6	cds	94009	94875	+	LPARA_02231	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829GXR4
contig_6	cds	95137	96279	+	LPARA_02232	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829GXS5
contig_6	cds	96351	97343	+	LPARA_02233	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A826HXN1
contig_6	cds	97471	98511	-	LPARA_02234	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003438377
contig_6	cds	98762	100249	+	LPARA_02235	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001DBDEED
contig_6	cds	100388	102469	+	LPARA_02236	1304.0	0.0	1.0	1.0	0.967	UniRef:UniRef90_A0A8B3GSR6
contig_6	cds	102665	104404	+	LPARA_02237	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002977E50
contig_6	cds	104559	106232	-	LPARA_02238	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034351B2
contig_6	cds	106643	107608	+	LPARA_02239	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A806L810
contig_6	cds	107663	108799	+	LPARA_02240	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829HAE6
contig_6	cds	108814	110253	+	LPARA_02241	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAX3CBL4
contig_6	cds	110497	111189	+	LPARA_02242	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A826HL41
contig_6	cds	111247	111882	+	LPARA_02243	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003439040
contig_6	cds	111960	113009	+	LPARA_02244	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6RAG7
contig_6	cds	113297	115621	+	LPARA_02245	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003436EB5
contig_6	cds	115931	116929	+	LPARA_02246	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003A1CA5F
contig_6	cds	117067	118362	-	LPARA_02247	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3CAD2
contig_6	cds	118500	119381	-	LPARA_02248	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q036W6
contig_6	cds	119517	121172	-	LPARA_02249	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034363F4
contig_6	cds	121473	122231	+	LPARA_02250	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q036X0
contig_6	cds	122244	124052	+	LPARA_02251	1107.0	0.0	0.997	0.993	0.990	UniRef:UniRef90_A0A806E5B0
contig_6	cds	124403	125062	-	LPARA_02252	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q036X2
contig_6	cds	125220	126185	+	LPARA_02253	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q036X3
contig_6	cds	126172	127524	+	LPARA_02254	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A286T3U5
contig_6	cds	127635	128096	-	LPARA_02255	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003435971
contig_6	cds	128154	129059	-	LPARA_02256	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q036X6
contig_6	cds	129115	130944	-	LPARA_02257	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003435313
contig_6	cds	131016	131210	+	LPARA_02258	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A826HRK3
contig_6	cds	132171	134462	+	LPARA_02259	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6RYC8
contig_6	cds	134467	134943	+	LPARA_02260	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1V0QAJ6
contig_6	cds	135118	135693	-	LPARA_02261	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4D444B
contig_6	cds	136141	137550	+	LPARA_02262	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6PES5
contig_6	cds	137614	137904	-	LPARA_02263	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1L1F3
contig_6	cds	137951	138313	-	LPARA_02264	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8B3GW68
contig_6	cds	138469	139395	+	LPARA_02265	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q036Y4
contig_6	cds	139568	141121	+	LPARA_02266	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q036Y5
contig_6	cds	141331	142095	-	LPARA_02267	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003A6919D
contig_6	cds	142944	144398	-	LPARA_02268	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00039DCB93
contig_6	cds	145413	145553	+	LPARA_02269	-	-	-	-	-	-
contig_6	cds	145652	145981	-	LPARA_02270	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343E184
contig_6	cds	146682	148277	-	LPARA_02271	973.0	0.0	1.009	1.0	0.953	UniRef:UniRef90_Q1HS39
contig_6	cds	148590	149357	+	LPARA_02272	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037G0
contig_6	cds	149339	149545	-	LPARA_02273	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0E2M168
contig_6	cds	149532	150293	-	LPARA_02274	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037G2
contig_6	cds	150646	154068	+	LPARA_02275	1499.0	0.0	1.105	1.0	0.902	UniRef:UniRef90_A0A0C9QAY1
contig_6	cds	154217	154510	+	LPARA_02276	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037G4
contig_6	cds	154602	155000	+	LPARA_02277	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A146JCM6
contig_6	cds	155151	155252	+	LPARA_02278	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037G6
contig_6	cds	155424	157025	+	LPARA_02279	999.0	0.0	1.0	1.0	0.989	UniRef:UniRef90_A0A0C9QAY4
contig_6	cds	157015	158670	+	LPARA_02280	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000297CBA9
contig_6	cds	158777	159040	+	LPARA_02281	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037G8
contig_6	cds	159252	159584	+	LPARA_02282	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037G9
contig_6	cds	159581	160261	+	LPARA_02283	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037H0
contig_6	cds	160624	162294	+	LPARA_02284	1067.0	0.0	1.0	0.975	0.993	UniRef:UniRef90_Q037H1
contig_6	cds	162398	163351	+	LPARA_02285	583.0	1.1e-209	1.0	1.0	0.978	UniRef:UniRef90_A0A826HXQ6
contig_6	cds	163476	164459	+	LPARA_02286	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034377A6
contig_6	cds	164563	164874	+	LPARA_02287	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037H5
contig_6	cds	164924	166012	+	LPARA_02288	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343A036
contig_6	cds	166009	166887	+	LPARA_02289	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Q8BQ24
contig_6	cds	166901	167461	+	LPARA_02290	353.0	1.4e-122	0.973	0.874	0.928	UniRef:UniRef90_A0A422LT41
contig_6	cds	167529	168269	-	LPARA_02291	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3CE55
contig_6	cds	168266	168979	-	LPARA_02292	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A826HL16
contig_6	cds	168969	169346	-	LPARA_02293	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037I3
contig_6	cds	169528	170379	+	LPARA_02294	569.0	4.1e-205	0.996	0.949	0.989	UniRef:UniRef90_A0A8B3GQN4
contig_6	cds	170464	171498	-	LPARA_02295	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343CCB6
contig_6	cds	171618	172355	-	LPARA_02296	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037I6
contig_6	cds	172518	173927	+	LPARA_02297	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343431C
contig_6	cds	174015	174653	-	LPARA_02298	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037I8
contig_6	cds	174650	176266	-	LPARA_02299	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003439B9D
contig_6	cds	176253	177170	-	LPARA_02300	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00029847AD
contig_6	cds	177443	178198	-	LPARA_02301	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003439386
contig_6	cds	178292	179149	-	LPARA_02302	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037J2
contig_6	cds	179146	179484	-	LPARA_02303	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037J3
contig_6	cds	179747	180364	+	LPARA_02304	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034365EA
contig_6	cds	180384	180878	-	LPARA_02305	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343541B
contig_6	cds	180929	181492	+	LPARA_02306	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8E0IH78
contig_6	cds	181566	181823	+	LPARA_02307	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037J7
contig_6	cds	182108	183457	+	LPARA_02308	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8E0IHS6
contig_6	cds	183556	183882	+	LPARA_02309	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3CCT0
contig_6	cds	183888	184286	+	LPARA_02310	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003433D2C
contig_6	cds	184301	185425	+	LPARA_02311	689.0	8.0e-250	1.0	1.0	0.987	UniRef:UniRef90_A0A1L7B586
contig_6	cds	185599	185742	+	LPARA_02312	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037K2
contig_6	cds	185744	186748	+	LPARA_02313	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003439E7A
contig_6	cds	186738	187043	+	LPARA_02314	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037K4
contig_6	cds	187031	187909	+	LPARA_02315	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037K5
contig_6	cds	187909	189441	+	LPARA_02316	921.0	0.0	1.014	1.0	0.928	UniRef:UniRef90_A0A1V0Q9Y1
contig_6	cds	189434	189973	+	LPARA_02317	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0022EC7882
contig_6	cds	190219	191622	+	LPARA_02318	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A454XSL5
contig_6	cds	191759	192454	+	LPARA_02319	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037K9
contig_6	cds	192447	193289	+	LPARA_02320	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB38Q5L7
contig_6	cds	193243	193668	-	LPARA_02321	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037L1
contig_6	cds	193892	194473	+	LPARA_02322	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4E871E
contig_6	cds	194625	195434	-	LPARA_02323	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034336B5
contig_6	cds	195569	196450	+	LPARA_02324	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343C69E
contig_6	cds	196554	197171	-	LPARA_02325	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4E5AE0
contig_6	cds	197389	197538	-	LPARA_02326	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037L6
contig_6	cds	197601	198176	-	LPARA_02327	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3C8U2
contig_6	cds	198474	199508	-	LPARA_02328	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003432F27
contig_6	cds	200111	200635	+	LPARA_02329	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003393F535
contig_6	cds	200755	201306	+	LPARA_02330	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3C666
contig_6	cds	201618	203294	+	LPARA_02331	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037M2
contig_6	cds	203353	204063	+	LPARA_02332	457.0	2.7e-162	0.983	0.959	0.991	UniRef:UniRef90_K6RYV3
contig_6	ncRNA-region	204123	204298	+	-	93.2	1.2e-13	-	-	-	RFAM:RF00168
contig_6	cds	204148	204291	+	LPARA_02333	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_S2NCX1
contig_6	cds	204804	206258	+	LPARA_02334	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037M4
contig_6	cds	206322	207851	-	LPARA_02335	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037M5
contig_6	cds	208112	209689	+	LPARA_02336	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q037M6
contig_6	cds	210061	211344	+	LPARA_02337	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1L057
contig_7	cds	277	1107	+	LPARA_02338	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4F0D05
contig_7	cds	1885	2712	+	LPARA_02339	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03A08
contig_7	cds	2731	3783	+	LPARA_02340	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1V0Q3Y3
contig_7	cds	3788	4477	+	LPARA_02341	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6RW98
contig_7	cds	4609	5376	+	LPARA_02342	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03A05
contig_7	cds	5369	6400	+	LPARA_02343	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAP5HL00
contig_7	cds	6393	7589	+	LPARA_02344	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4E2E80
contig_7	cds	7576	8022	+	LPARA_02345	295.0	2.0e-101	1.0	1.0	0.986	UniRef:UniRef90_Q03A02
contig_7	cds	8015	9451	+	LPARA_02346	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3C721
contig_7	cds	9637	9819	+	LPARA_02347	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039Z9
contig_7	cds	10017	10397	+	LPARA_02348	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039Z8
contig_7	cds	10498	11466	+	LPARA_02349	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039Z7
contig_7	cds	11497	12150	+	LPARA_02350	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00263828B9
contig_7	cds	12372	13259	+	LPARA_02351	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039Z5
contig_7	cds	13404	13901	-	LPARA_02352	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039Z4
contig_7	cds	13962	14240	-	LPARA_02353	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Q8BPT2
contig_7	cds	14866	16161	-	LPARA_02354	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0026215B8F
contig_7	cds	16379	18343	+	LPARA_02355	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003437D10
contig_7	cds	18375	18815	-	LPARA_02356	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A422M6Y2
contig_7	cds	18886	19488	+	LPARA_02357	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A422MJT0
contig_7	cds	19708	20373	+	LPARA_02358	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039Y7
contig_7	cds	20422	21288	+	LPARA_02359	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4E70C9
contig_7	cds	21391	22074	+	LPARA_02360	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAW6A861
contig_7	cds	22330	23160	+	LPARA_02361	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0E2M0U7
contig_7	cds	23209	24144	+	LPARA_02362	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003435ED1
contig_7	cds	24406	25137	+	LPARA_02363	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039Y2
contig_7	cds	25213	25941	+	LPARA_02364	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039Y1
contig_7	cds	26201	27013	+	LPARA_02365	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039Y0
contig_7	cds	27201	28841	-	LPARA_02366	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI002631868B
contig_7	cds	28979	29875	-	LPARA_02367	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343F20F
contig_7	cds	29946	30623	-	LPARA_02368	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3C5B5
contig_7	cds	31020	31949	+	LPARA_02369	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003439C9F
contig_7	cds	31946	32716	+	LPARA_02370	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1V0Q3V3
contig_7	cds	32791	33669	-	LPARA_02371	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003436F70
contig_7	cds	33784	34200	+	LPARA_02372	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003435B5E
contig_7	cds	34202	34519	+	LPARA_02373	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8B3GV87
contig_7	cds	34516	35151	+	LPARA_02374	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8B3GWA8
contig_7	cds	35395	35883	+	LPARA_02375	271.0	1.5e-91	0.901	0.986	0.925	UniRef:UniRef90_UPI0021C2A2F1
contig_7	cds	35911	36288	+	LPARA_02376	127.0	1.4e-35	0.880	0.809	0.518	UniRef:UniRef90_UPI0008259272
contig_7	cds	36275	36748	+	LPARA_02377	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4DCAF0
contig_7	cds	36860	38488	+	LPARA_02378	989.0	0.0	0.983	0.940	0.977	UniRef:UniRef90_A0A806LJQ1
contig_7	cds	38659	39420	+	LPARA_02379	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI002621ECEE
contig_7	cds	39577	40635	+	LPARA_02380	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6QIJ2
contig_7	cds	40648	41727	+	LPARA_02381	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M6W885
contig_7	cds	41728	43392	+	LPARA_02382	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6PQB8
contig_7	cds	43590	44447	+	LPARA_02383	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M6WB07
contig_7	cds	44565	45173	-	LPARA_02384	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6QA86
contig_7	cds	45170	46285	-	LPARA_02385	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343983F
contig_7	cds	46275	47039	-	LPARA_02386	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039W2
contig_7	cds	47036	47923	-	LPARA_02387	556.0	1.4e-199	1.0	1.0	0.993	UniRef:UniRef90_Q039W0
contig_7	cds	48121	49347	-	LPARA_02388	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034345B4
contig_7	cds	49545	49949	+	LPARA_02389	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343A981
contig_7	cds	50829	53006	+	LPARA_02390	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034348CF
contig_7	cds	53831	56242	+	LPARA_02391	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003A2FA86
contig_7	cds	56411	57022	-	LPARA_02392	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039U3
contig_7	cds	57198	57680	-	LPARA_02393	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343E5F9
contig_7	cds	57857	59560	+	LPARA_02394	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1S2AKE8
contig_7	cds	61043	62260	+	LPARA_02395	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039U0
contig_7	cds	62566	63219	+	LPARA_02396	409.0	2.8e-144	1.0	1.0	0.986	UniRef:UniRef90_Q039T8
contig_7	ncRNA-region	63302	63503	+	-	116.9	5.2e-16	-	-	-	RFAM:RF00230
contig_7	cds	63594	66236	+	LPARA_02397	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0026277590
contig_7	cds	66528	67805	+	LPARA_02398	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003433806
contig_7	cds	68077	68721	+	LPARA_02399	410.0	1.1e-144	1.0	1.0	0.991	UniRef:UniRef90_S2S9M4
contig_7	cds	68783	69451	+	LPARA_02400	424.0	4.7e-150	1.0	1.0	0.991	UniRef:UniRef90_A0A1J3C7K1
contig_7	cds	69591	70592	+	LPARA_02401	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039T3
contig_7	cds	70681	71541	+	LPARA_02402	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039T2
contig_7	cds	71543	72073	+	LPARA_02403	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6Q8V0
contig_7	cds	72087	72743	+	LPARA_02404	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039T0
contig_7	cds	72744	73541	+	LPARA_02405	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1MTG5
contig_7	cds	74207	74863	+	LPARA_02406	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039S9
contig_7	cds	74876	75514	+	LPARA_02407	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1KYH7
contig_7	cds	75511	76323	+	LPARA_02408	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3C7J4
contig_7	cds	76556	77989	+	LPARA_02409	930.0	0.0	1.0	1.0	0.996	UniRef:UniRef90_A0A0K1MTH1
contig_7	cds	78542	78874	+	LPARA_02410	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039S4
contig_7	cds	79050	79481	+	LPARA_02411	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039S3
contig_7	cds	79484	80425	+	LPARA_02412	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1KYI2
contig_7	cds	80438	80803	+	LPARA_02413	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6QHX2
contig_7	cds	80800	82947	+	LPARA_02414	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1S2AM50
contig_7	cds	82962	83927	+	LPARA_02415	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1KZJ1
contig_7	cds	83958	85337	+	LPARA_02416	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039R8
contig_7	cds	85338	86429	+	LPARA_02417	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039R7
contig_7	cds	86426	87289	+	LPARA_02418	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A826HNH4
contig_7	cds	87399	88745	+	LPARA_02419	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039R5
contig_7	cds	88770	90029	+	LPARA_02420	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6QHE7
contig_7	cds	90047	90502	+	LPARA_02421	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039R3
contig_7	cds	90514	90807	+	LPARA_02422	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039R2
contig_7	cds	90814	91593	+	LPARA_02423	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343D1C3
contig_7	cds	91651	92436	+	LPARA_02424	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039R0
contig_7	cds	92683	95469	+	LPARA_02425	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003394E5E0
contig_7	cds	95482	95703	+	LPARA_02426	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039Q8
contig_7	cds	95841	96746	-	LPARA_02427	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039Q7
contig_7	cds	96922	98358	+	LPARA_02428	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003435878
contig_7	cds	98453	99655	-	LPARA_02429	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039Q5
contig_7	cds	99661	100323	-	LPARA_02430	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAP5HJI9
contig_7	cds	100625	101161	+	LPARA_02431	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAP5LVQ6
contig_7	cds	101273	101533	+	LPARA_02432	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1KYK5
contig_7	cds	101636	102346	+	LPARA_02433	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039Q1
contig_7	cds	102362	103525	+	LPARA_02434	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039Q0
contig_7	cds	103736	104077	+	LPARA_02435	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1KYV1
contig_7	cds	104295	106577	+	LPARA_02436	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8E0IAU7
contig_7	cds	106755	106970	-	LPARA_02437	-	-	-	-	-	-
contig_7	cds	107027	108280	+	LPARA_02438	817.0	4.5e-298	0.971	0.860	0.995	UniRef:UniRef90_Q039P7
contig_7	cds	108835	109497	+	LPARA_02439	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039P6
contig_7	cds	109535	110203	+	LPARA_02440	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0C9PPE2
contig_7	cds	110190	112658	+	LPARA_02441	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_S4ZSV1
contig_7	cds	112665	113882	+	LPARA_02442	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1S2AIG1
contig_8	cds	145	552	-	LPARA_02443	253.0	3.2e-85	1.0	1.0	0.941	UniRef:UniRef90_Q03BN2
contig_8	cds	549	1193	-	LPARA_02444	354.0	2.0e-122	1.0	1.0	0.911	UniRef:UniRef90_Q03BN3
contig_8	cds	1209	2219	-	LPARA_02445	671.0	1.2e-243	1.0	1.0	0.985	UniRef:UniRef90_A0AAP9HF18
contig_8	cds	2221	4149	-	LPARA_02446	1275.0	0.0	1.0	1.0	0.994	UniRef:UniRef90_A0AAP4JLB9
contig_8	cds	4130	4726	-	LPARA_02447	324.0	1.5e-111	0.838	1.0	0.970	UniRef:UniRef90_A0A8E0M5H4
