# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_7	cds	21391	22074	+	LPARA_02360		Phosphoglycerate mutase family protein	RefSeq:WP_003578845.1, SO:0001217, UniParc:UPI00029744E1, UniRef:UniRef100_A0AAW6A861, UniRef:UniRef50_A0AA50EEA6, UniRef:UniRef90_Q039Y5
contig_7	cds	22330	23160	+	LPARA_02361	msrA	Peptide methionine sulfoxide reductase MsrA	RefSeq:WP_016384063.1, SO:0001217, UniParc:UPI000343E1FD, UniRef:UniRef100_A0A0E2M0U7, UniRef:UniRef90_Q039Y4
contig_7	cds	23209	24144	+	LPARA_02362		Short-chain dehydrogenase	RefSeq:WP_016384064.1, SO:0001217, UniParc:UPI0003435ED1, UniRef:UniRef100_UPI0003435ED1, UniRef:UniRef50_A0A806E310, UniRef:UniRef90_A0A806E310
contig_7	cds	24406	25137	+	LPARA_02363	pnuC	nicotinamide riboside transporter PnuC	COG:COG3201, COG:H, GO:0015663, GO:0015890, GO:0016020, KEGG:K03811, RefSeq:WP_003565044.1, SO:0001217, UniParc:UPI0000E5684F, UniRef:UniRef100_Q039Y2, UniRef:UniRef50_A0A0R1RTK3, UniRef:UniRef90_A0A4Q1TR94
contig_7	cds	25213	25941	+	LPARA_02364	dck	Deoxynucleoside kinase	COG:COG1428, COG:F, RefSeq:WP_003565046.1, SO:0001217, UniParc:UPI0000510F33, UniRef:UniRef100_Q039Y1, UniRef:UniRef50_A0A091C364, UniRef:UniRef90_Q039Y1
contig_7	cds	26201	27013	+	LPARA_02365		Histidinol-phosphatase	EC:3.1.3.15, KEGG:K04486, RefSeq:WP_003570005.1, SO:0001217, UniParc:UPI0000510F34, UniRef:UniRef100_Q039Y0, UniRef:UniRef50_Q039Y0, UniRef:UniRef90_Q039Y0
contig_7	cds	27201	28841	-	LPARA_02366	oppA	ABC-type oligopeptide transport system, periplasmic component	COG:COG4166, COG:E, KEGG:K15580, RefSeq:WP_301058423.1, SO:0001217, UniParc:UPI002631868B, UniRef:UniRef100_UPI002631868B, UniRef:UniRef50_Q03CN4, UniRef:UniRef90_Q039X9
contig_7	cds	28979	29875	-	LPARA_02367		histidine kinase	RefSeq:WP_016384066.1, SO:0001217, UniParc:UPI000343F20F, UniRef:UniRef100_UPI000343F20F, UniRef:UniRef50_Q039X8, UniRef:UniRef90_Q039X8
contig_7	cds	29946	30623	-	LPARA_02368		DNA-binding response regulator	RefSeq:WP_003565058.1, SO:0001217, UniParc:UPI0001979B8E, UniRef:UniRef100_A0A1J3C5B5, UniRef:UniRef50_A0A086Z1A4, UniRef:UniRef90_A0A806EZ60
contig_7	cds	31020	31949	+	LPARA_02369		ABC transporter ATP-binding protein	RefSeq:WP_016384067.1, SO:0001217, UniParc:UPI0003439C9F, UniRef:UniRef100_UPI0003439C9F, UniRef:UniRef50_A0A366KDX3, UniRef:UniRef90_A0A1V0Q409
contig_7	cds	31946	32716	+	LPARA_02370		ABC-2 family transporter protein	RefSeq:WP_003570017.1, SO:0001217, UniParc:UPI0002977ECC, UniRef:UniRef100_A0A1V0Q3V3, UniRef:UniRef50_Q039X5, UniRef:UniRef90_Q039X5
contig_7	cds	32791	33669	-	LPARA_02371		Fhu operon transcription regulator	RefSeq:WP_016384068.1, SO:0001217, UniParc:UPI0003436F70, UniRef:UniRef100_UPI0003436F70, UniRef:UniRef50_U4TTH7, UniRef:UniRef90_S2RW87
contig_7	cds	33784	34200	+	LPARA_02372		Double-stranded beta-helix related protein	RefSeq:WP_016384069.1, SO:0001217, UniParc:UPI0003435B5E, UniRef:UniRef100_UPI0003435B5E, UniRef:UniRef50_R3TSR9, UniRef:UniRef90_Q039X3
contig_7	cds	34202	34519	+	LPARA_02373		Gamma-carboxymuconolactone decarboxylase subunit-like protein	RefSeq:WP_003578866.1, SO:0001217, UniParc:UPI0002979D05, UniRef:UniRef100_A0A8B3GV87, UniRef:UniRef50_F9URV4, UniRef:UniRef90_Q039X2
contig_7	cds	34516	35151	+	LPARA_02374		Saccharopine dehydrogenase related protein	RefSeq:WP_016384070.1, SO:0001217, UniParc:UPI000343F02D, UniRef:UniRef100_A0A8B3GWA8, UniRef:UniRef50_U2R547, UniRef:UniRef90_Q039X1
contig_7	cds	35395	35883	+	LPARA_02375		GNAT family N-acetyltransferase	SO:0001217, UniRef:UniRef50_UPI0021C2A2F1, UniRef:UniRef90_UPI0021C2A2F1
contig_7	cds	35911	36288	+	LPARA_02376		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1X4E1
contig_7	cds	36275	36748	+	LPARA_02377		Acetyltransferase, GNAT family	RefSeq:WP_241565042.1, SO:0001217, UniParc:UPI001F4DCAF0, UniRef:UniRef100_UPI001F4DCAF0, UniRef:UniRef50_M2BYV3, UniRef:UniRef90_Q039W7
contig_7	cds	36860	38488	+	LPARA_02378		HAMP domain-containing protein	SO:0001217, UniRef:UniRef50_A0A806LJQ1, UniRef:UniRef90_A0A806LJQ1
contig_7	cds	38659	39420	+	LPARA_02379	cheY	Chemotaxis protein CheY	KEGG:K07720, RefSeq:WP_301058401.1, SO:0001217, UniParc:UPI002621ECEE, UniRef:UniRef100_UPI002621ECEE, UniRef:UniRef50_C9AC23, UniRef:UniRef90_A0A806LFV5
contig_7	cds	39577	40635	+	LPARA_02380		Extracellular solute-binding protein	KEGG:K02012, RefSeq:WP_003574751.1, SO:0001217, UniParc:UPI00019C9C0F, UniRef:UniRef100_K6QIJ2, UniRef:UniRef50_A0A6N7VTU3, UniRef:UniRef90_K6QIJ2
contig_7	cds	40648	41727	+	LPARA_02381		ABC transporter ATP-binding protein	RefSeq:WP_003574752.1, SO:0001217, UniParc:UPI00019C9C0E, UniRef:UniRef100_A0A0M6W885, UniRef:UniRef50_Q8RGC8, UniRef:UniRef90_A0A0M6W885
contig_7	cds	41728	43392	+	LPARA_02382		Fe3+ ABC superfamily ATP binding cassette transporter, membrane protein	KEGG:K02011, RefSeq:WP_003574754.1, SO:0001217, UniParc:UPI00019C9C0D, UniRef:UniRef100_K6PQB8, UniRef:UniRef50_E0NWX9, UniRef:UniRef90_K6PQB8
contig_7	cds	43590	44447	+	LPARA_02383	degV	DegV family protein	COG:COG1307, COG:I, RefSeq:WP_003565081.1, SO:0001217, UniParc:UPI000197983F, UniRef:UniRef100_A0A0M6WB07, UniRef:UniRef50_Q04FB8, UniRef:UniRef90_Q039W5
contig_7	cds	44565	45173	-	LPARA_02384	citB	DNA-binding response regulator, CitB family (Rec-wHTH domains)	KEGG:K07693, RefSeq:WP_003574758.1, SO:0001217, UniParc:UPI00019C9C0B, UniRef:UniRef100_K6QA86, UniRef:UniRef50_O07019, UniRef:UniRef90_Q039W4
contig_7	cds	45170	46285	-	LPARA_02385		histidine kinase	EC:2.7.13.3, KEGG:K07778, RefSeq:WP_016384076.1, SO:0001217, UniParc:UPI000343983F, UniRef:UniRef100_UPI000343983F, UniRef:UniRef50_F9UPR3, UniRef:UniRef90_Q039W3
contig_7	cds	46275	47039	-	LPARA_02386		ABC-type multidrug transport system, permease component	RefSeq:WP_003570039.1, SO:0001217, UniParc:UPI000176A93D, UniRef:UniRef100_Q039W2, UniRef:UniRef50_F9UPR4, UniRef:UniRef90_Q039W1
contig_7	cds	47036	47923	-	LPARA_02387		ABC-type multidrug transport system, ATPase component	SO:0001217, UniRef:UniRef50_A0A422LV20, UniRef:UniRef90_Q039W0
contig_7	cds	48121	49347	-	LPARA_02388		RDD domain-containing protein	RefSeq:WP_016384467.1, SO:0001217, UniParc:UPI00034345B4, UniRef:UniRef100_UPI00034345B4, UniRef:UniRef50_C2JU06, UniRef:UniRef90_A0A8E0IIA7
contig_7	cds	49545	49949	+	LPARA_02389		HTH merR-type domain-containing protein	RefSeq:WP_016384468.1, SO:0001217, UniParc:UPI000343A981, UniRef:UniRef100_UPI000343A981, UniRef:UniRef50_A0A806EG52, UniRef:UniRef90_A0A806EG52
contig_7	cds	50829	53006	+	LPARA_02390		S1 motif domain-containing protein	KEGG:K06959, RefSeq:WP_016384722.1, SO:0001217, UniParc:UPI00034348CF, UniRef:UniRef100_UPI00034348CF, UniRef:UniRef50_A0A1M6SVE8, UniRef:UniRef90_A0A8E0IMC1
contig_7	cds	53831	56242	+	LPARA_02391		restriction endonuclease	RefSeq:WP_032791231.1, SO:0001217, UniParc:UPI0003A2FA86, UniRef:UniRef100_UPI0003A2FA86, UniRef:UniRef50_UPI0003A2FA86, UniRef:UniRef90_UPI0003A2FA86
contig_7	cds	56411	57022	-	LPARA_02392	rpsD	30S ribosomal protein S4	COG:COG0522, COG:J, GO:0003735, GO:0006412, GO:0015935, GO:0019843, GO:0042274, KEGG:K02986, RefSeq:WP_003565106.1, SO:0001217, UniParc:UPI00005110E7, UniRef:UniRef100_Q039U3, UniRef:UniRef50_A5VIU4, UniRef:UniRef90_Q039U3
contig_7	cds	57198	57680	-	LPARA_02393		Free methionine-R-sulfoxide reductase	RefSeq:WP_016384721.1, SO:0001217, UniParc:UPI000343E5F9, UniRef:UniRef100_UPI000343E5F9, UniRef:UniRef50_A0A172TMB9, UniRef:UniRef90_K6PNC8
contig_7	cds	57857	59560	+	LPARA_02394	ezrA	septation ring formation regulator EzrA	KEGG:K06286, RefSeq:WP_003565110.1, SO:0001217, UniParc:UPI000176A9EA, UniRef:UniRef100_A0A1S2AKE8, UniRef:UniRef50_A0A5R8M2N1, UniRef:UniRef90_A0A0C9QDL6
contig_7	cds	61043	62260	+	LPARA_02395	thiI	putative tRNA sulfurtransferase	COG:COG0301, COG:HJ, EC:2.8.1.4, GO:0000049, GO:0002937, GO:0004810, GO:0005524, GO:0005829, GO:0009228, GO:0009229, GO:0052837, GO:0140741, KEGG:K03151, RefSeq:WP_003574836.1, SO:0001217, UniParc:UPI0000E56859, UniRef:UniRef100_Q039U0, UniRef:UniRef50_P0DF94, UniRef:UniRef90_Q039U0
contig_7	cds	62566	63219	+	LPARA_02396		redox-sensing transcriptional repressor Rex	GO:0045892, GO:0051775, KEGG:K01926, SO:0001217, UniRef:UniRef50_A0A6N2YF95, UniRef:UniRef90_Q039T8
contig_7	ncRNA-region	63302	63503	+			T-box leader	RFAM:RF00230, SO:0000140
contig_7	cds	63594	66236	+	LPARA_02397	valS	valine--tRNA ligase	COG:COG0525, COG:J, EC:6.1.1.9, GO:0000166, GO:0002161, GO:0004812, GO:0004832, GO:0005524, GO:0005829, GO:0006438, KEGG:K01873, RefSeq:WP_301058372.1, SO:0001217, UniParc:UPI0026277590, UniRef:UniRef100_UPI0026277590, UniRef:UniRef50_P36420, UniRef:UniRef90_P36420
contig_7	cds	66528	67805	+	LPARA_02398		tetrahydrofolate synthase	RefSeq:WP_016384337.1, SO:0001217, UniParc:UPI0003433806, UniRef:UniRef100_UPI0003433806, UniRef:UniRef50_P15925, UniRef:UniRef90_A0A806EB80
contig_7	cds	68077	68721	+	LPARA_02399		HAD family hydrolase	SO:0001217, UniRef:UniRef50_P35924, UniRef:UniRef90_S2S9M4
contig_7	cds	68783	69451	+	LPARA_02400	radC	DNA repair protein RadC	GO:0003677, GO:0006281, KEGG:K03630, SO:0001217, UniRef:UniRef50_A0A4Q1UES2, UniRef:UniRef90_A0A1J3C7K1
contig_7	cds	69591	70592	+	LPARA_02401	mreB	Cell shape-determining protein MreB	COG:COG1077, COG:DZ, RefSeq:WP_003565127.1, SO:0001217, UniParc:UPI000051112E, UniRef:UniRef100_Q039T3, UniRef:UniRef50_A0A508YKV9, UniRef:UniRef90_Q039T3
contig_7	cds	70681	71541	+	LPARA_02402	mreC	rod shape-determining protein MreC	COG:COG1792, COG:DZ, GO:0008360, KEGG:K03570, RefSeq:WP_003565129.1, SO:0001217, UniParc:UPI0000E5685D, UniRef:UniRef100_Q039T2, UniRef:UniRef50_C2JWN1, UniRef:UniRef90_C2JWN1
contig_7	cds	71543	72073	+	LPARA_02403	mreD	rod shape-determining protein MreD	GO:0008360, GO:0016020, RefSeq:WP_003574845.1, SO:0001217, UniParc:UPI000176A9F1, UniRef:UniRef100_K6Q8V0, UniRef:UniRef50_A0A171J9G8, UniRef:UniRef90_K6Q8V0
contig_7	cds	72087	72743	+	LPARA_02404	minC	putative septum site-determining protein MinC	RefSeq:WP_003565132.1, SO:0001217, UniParc:UPI000051112B, UniRef:UniRef100_Q039T0, UniRef:UniRef50_A0A0E3D0Z0, UniRef:UniRef90_A0A829GTN2
contig_7	cds	72744	73541	+	LPARA_02405	minD	septum site-determining protein MinD	COG:COG2894, COG:D, GO:0000918, GO:0016887, RefSeq:WP_003565134.1, SO:0001217, UniParc:UPI000176A9F3, UniRef:UniRef100_A0A0K1MTG5, UniRef:UniRef50_Q1WT86, UniRef:UniRef90_M5AB29
contig_7	cds	74207	74863	+	LPARA_02406	hisM	Amino acid ABC transporter membrane protein, PAAT family	COG:COG0765, COG:E, RefSeq:WP_003565136.1, SO:0001217, UniParc:UPI0000511129, UniRef:UniRef100_Q039S9, UniRef:UniRef50_G2KV55, UniRef:UniRef90_Q039S9
contig_7	cds	74876	75514	+	LPARA_02407		Amino acid ABC transporter ATP-binding protein, PAAT family	RefSeq:WP_003565139.1, SO:0001217, UniParc:UPI000176A9F4, UniRef:UniRef100_A0A0K1KYH7, UniRef:UniRef50_A0A1D7ZY66, UniRef:UniRef90_Q039S8
contig_7	cds	75511	76323	+	LPARA_02408		Amino acid ABC transporter substrate-binding protein, PAAT family	RefSeq:WP_003565141.1, SO:0001217, UniParc:UPI000176A9F5, UniRef:UniRef100_A0A1J3C7J4, UniRef:UniRef50_A0A2A7SQ26, UniRef:UniRef90_Q039S7
contig_7	cds	76556	77989	+	LPARA_02409	cls	cardiolipin synthase	EC:2.7.8.-, GO:0008808, GO:0016780, GO:0032049, KEGG:K06131, SO:0001217, UniRef:UniRef50_A0A0K1MTH1, UniRef:UniRef90_A0A0K1MTH1
contig_7	cds	78542	78874	+	LPARA_02410		DUF3397 domain-containing protein	RefSeq:WP_003565147.1, SO:0001217, UniParc:UPI0000E56860, UniRef:UniRef100_Q039S4, UniRef:UniRef50_Q039S4, UniRef:UniRef90_Q039S4
contig_7	cds	79050	79481	+	LPARA_02411	mraZ	division/cell wall cluster transcriptional repressor MraZ	COG:COG2001, COG:J, GO:0003700, GO:0006355, RefSeq:WP_003565149.1, SO:0001217, UniParc:UPI0000510BE2, UniRef:UniRef100_Q039S3, UniRef:UniRef50_Q8Y5L6, UniRef:UniRef90_A0A4Q1UES4
contig_7	cds	79484	80425	+	LPARA_02412	rsmH	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	COG:COG0275, COG:J, EC:2.1.1.199, GO:0005737, GO:0016434, GO:0070475, GO:0071424, KEGG:K03438, RefSeq:WP_003570115.1, SO:0001217, UniParc:UPI000297BEF8, UniRef:UniRef100_A0A0K1KYI2, UniRef:UniRef50_Q07876, UniRef:UniRef90_Q039S2
contig_7	cds	80438	80803	+	LPARA_02413	ftsL	cell division protein FtsL	GO:0000910, GO:0016020, RefSeq:WP_003565154.1, SO:0001217, UniParc:UPI000197919E, UniRef:UniRef100_K6QHX2, UniRef:UniRef50_Q039S1, UniRef:UniRef90_Q039S1
contig_7	cds	80800	82947	+	LPARA_02414	ftsI	Cell division protein FtsI (Peptidoglycansynthetase)	KEGG:K08724, RefSeq:WP_003565156.1, SO:0001217, UniParc:UPI000197919D, UniRef:UniRef100_A0A1S2AM50, UniRef:UniRef50_A0A1K2I6B2, UniRef:UniRef90_S2NX61
contig_7	cds	82962	83927	+	LPARA_02415	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase	COG:COG0472, COG:M, EC:2.7.8.13, GO:0005886, GO:0008360, GO:0008963, GO:0009252, GO:0016020, GO:0046872, GO:0051301, GO:0051992, GO:0071555, KEGG:K01000, RefSeq:WP_003565157.1, SO:0001217, UniParc:UPI000197919C, UniRef:UniRef100_A0A0K1KZJ1, UniRef:UniRef50_Q5FKV4, UniRef:UniRef90_Q039R9
contig_7	cds	83958	85337	+	LPARA_02416	murD	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	COG:COG0771, COG:M, EC:6.3.2.9, GO:0005524, GO:0005737, GO:0008360, GO:0008764, GO:0009252, GO:0051301, GO:0071555, KEGG:K01925, RefSeq:WP_003565159.1, SO:0001217, UniParc:UPI0000510BE7, UniRef:UniRef100_Q039R8, UniRef:UniRef50_Q97RU8, UniRef:UniRef90_Q039R8
contig_7	cds	85338	86429	+	LPARA_02417	murG	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	EC:2.4.1.227, GO:0005886, GO:0005975, GO:0008360, GO:0009252, GO:0030259, GO:0050511, GO:0051301, GO:0051991, GO:0071555, RefSeq:WP_003570121.1, SO:0001217, UniParc:UPI0000510BE8, UniRef:UniRef100_Q039R7, UniRef:UniRef50_Q81JG5, UniRef:UniRef90_Q039R7
contig_7	cds	86426	87289	+	LPARA_02418		Cell division protein DivIB	SO:0001217, UniParc:UPI000176AA84, UniRef:UniRef100_A0A826HNH4, UniRef:UniRef50_C7TC36, UniRef:UniRef90_A0A806LEY8
contig_7	cds	87399	88745	+	LPARA_02419	ftsA	cell division protein FtsA	COG:COG0849, COG:D, GO:0005515, GO:0005524, GO:0043093, RefSeq:WP_003565166.1, SO:0001217, UniParc:UPI0000510BEA, UniRef:UniRef100_Q039R5, UniRef:UniRef50_Q039R5, UniRef:UniRef90_Q039R5
contig_7	cds	88770	90029	+	LPARA_02420	ftsZ	cell division protein FtsZ	COG:COG0206, COG:D, GO:0000910, GO:0003924, GO:0005525, KEGG:K03531, RefSeq:WP_003574874.1, SO:0001217, UniParc:UPI000176AA85, UniRef:UniRef100_K6QHE7, UniRef:UniRef50_Q74JY1, UniRef:UniRef90_A0A829GQL0
contig_7	cds	90047	90502	+	LPARA_02421	sepF	Cell division protein SepF	GO:0000917, GO:0005737, GO:0043093, KEGG:K09772, RefSeq:WP_003565171.1, SO:0001217, UniParc:UPI0000510BEC, UniRef:UniRef100_Q039R3, UniRef:UniRef50_Q039R3, UniRef:UniRef90_Q039R3
contig_7	cds	90514	90807	+	LPARA_02422		Cell division membrane protein	KEGG:K02221, RefSeq:WP_003565173.1, SO:0001217, UniParc:UPI0000510BED, UniRef:UniRef100_Q039R2, UniRef:UniRef50_Q039R2, UniRef:UniRef90_Q039R2
contig_7	cds	90814	91593	+	LPARA_02423		Cell division protein, S4-like domain	RefSeq:WP_016384314.1, SO:0001217, UniParc:UPI000343D1C3, UniRef:UniRef100_UPI000343D1C3, UniRef:UniRef50_Q039R1, UniRef:UniRef90_Q039R1
contig_7	cds	91651	92436	+	LPARA_02424		Cell division protein DivIVA	RefSeq:WP_003570134.1, SO:0001217, UniParc:UPI0000510BEF, UniRef:UniRef100_Q039R0, UniRef:UniRef50_A0A0R2FB26, UniRef:UniRef90_A0A8B3GYD8
contig_7	cds	92683	95469	+	LPARA_02425	ileS	isoleucine--tRNA ligase	COG:COG0060, COG:J, EC:6.1.1.5, GO:0000049, GO:0000166, GO:0002161, GO:0004822, GO:0005524, GO:0005829, GO:0006428, GO:0008270, RefSeq:WP_353801566.1, SO:0001217, UniParc:UPI003394E5E0, UniRef:UniRef100_UPI003394E5E0, UniRef:UniRef50_P41972, UniRef:UniRef90_Q039Q9
contig_7	cds	95482	95703	+	LPARA_02426		Cold-shock DNA-binding protein family	KEGG:K03704, RefSeq:WP_003570139.1, SO:0001217, UniParc:UPI0000510BF1, UniRef:UniRef100_Q039Q8, UniRef:UniRef50_Q45097, UniRef:UniRef90_Q039Q8
contig_7	cds	95841	96746	-	LPARA_02427	pstS	Phosphate-binding protein	COG:COG0226, COG:P, RefSeq:WP_003565182.1, SO:0001217, UniParc:UPI0000510BF2, UniRef:UniRef100_Q039Q7, UniRef:UniRef50_A0A0D1K8M1, UniRef:UniRef90_A0A0E3CNY7
contig_7	cds	96922	98358	+	LPARA_02428	araJ	Transporter, major facilitator superfamily MFS_1, EmrB/QacA family protein	COG:COG2814, COG:G, RefSeq:WP_016384312.1, SO:0001217, UniParc:UPI0003435878, UniRef:UniRef100_UPI0003435878, UniRef:UniRef50_A0A172ZEX4, UniRef:UniRef90_A0A806E477
contig_7	cds	98453	99655	-	LPARA_02429	yaaN	Tellurite resistance protein TelA	COG:COG3853, COG:V, SO:0001217, UniParc:UPI0000E56865, UniRef:UniRef100_Q039Q5, UniRef:UniRef50_A0A0R1VSU7, UniRef:UniRef90_A0A829GIQ4
contig_7	cds	99661	100323	-	LPARA_02430	xpaC	MFS transporter	COG:COG4915, COG:QR, RefSeq:WP_003574907.1, SO:0001217, UniParc:UPI0002975D1F, UniRef:UniRef100_A0AAP5HJI9, UniRef:UniRef50_C2JWR1, UniRef:UniRef90_C2JWR1
contig_7	cds	100625	101161	+	LPARA_02431		ADP-ribose pyrophosphatase	RefSeq:WP_003578971.1, SO:0001217, UniParc:UPI0002973424, UniRef:UniRef100_A0AAP5LVQ6, UniRef:UniRef50_C2JWR2, UniRef:UniRef90_A0A8B3GYG2
contig_7	cds	101273	101533	+	LPARA_02432		Phage protein	RefSeq:WP_003565192.1, SO:0001217, UniParc:UPI000176AB11, UniRef:UniRef100_A0A0K1KYK5, UniRef:UniRef50_A0A1V0Q3N0, UniRef:UniRef90_A0A1V0Q3N0
contig_7	cds	101636	102346	+	LPARA_02433		5'-methylthioadenosine/adenosylhomocysteine nucleosidase	EC:3.2.2.9, GO:0008782, GO:0008930, GO:0009116, GO:0009164, GO:0019509, KEGG:K01243, RefSeq:WP_003570151.1, SO:0001217, UniParc:UPI0000E56867, UniRef:UniRef100_Q039Q1, UniRef:UniRef50_F4BP21, UniRef:UniRef90_Q039Q1
contig_7	cds	102362	103525	+	LPARA_02434	nifS	cysteine desulfurase	COG:COG1104, COG:E, EC:2.8.1.7, KEGG:K04487, RefSeq:WP_003565195.1, SO:0001217, UniParc:UPI0000510BF9, UniRef:UniRef100_Q039Q0, UniRef:UniRef50_A0A2X1BPZ8, UniRef:UniRef90_Q039Q0
contig_7	cds	103736	104077	+	LPARA_02435		Cysteine desulfurase	RefSeq:WP_003570154.1, SO:0001217, UniParc:UPI000176AB13, UniRef:UniRef100_A0A0K1KYV1, UniRef:UniRef50_Q039P9, UniRef:UniRef90_Q039P9
contig_7	cds	104295	106577	+	LPARA_02436		UvrABC system protein A	KEGG:K03701, RefSeq:WP_003598551.1, SO:0001217, UniParc:UPI0002985941, UniRef:UniRef100_A0A8E0IAU7, UniRef:UniRef50_J9VZH2, UniRef:UniRef90_Q039P8
contig_7	cds	106755	106970	-	LPARA_02437		hypothetical protein	
contig_7	cds	107027	108280	+	LPARA_02438	mnmA	tRNA 2-thiouridine(34) synthase MnmA	COG:COG0482, COG:J, EC:2.8.1.13, GO:0000049, GO:0002143, GO:0005524, GO:0005737, GO:0008033, GO:0016740, GO:0016783, GO:0103016, KEGG:K00566, SO:0001217, UniRef:UniRef50_Q97T38, UniRef:UniRef90_Q039P7
contig_7	cds	108835	109497	+	LPARA_02439	phoE	Alpha-ribazole phosphatase	COG:COG0406, COG:G, RefSeq:WP_003565202.1, SO:0001217, UniParc:UPI0000510BFD, UniRef:UniRef100_Q039P6, UniRef:UniRef50_F9UQA5, UniRef:UniRef90_A0A8B3GUE3
contig_7	cds	109535	110203	+	LPARA_02440		TPR repeats containing protein	RefSeq:WP_003565204.1, SO:0001217, UniParc:UPI000176AB17, UniRef:UniRef100_A0A0C9PPE2, UniRef:UniRef50_A0A0R1R5L2, UniRef:UniRef90_Q039P5
contig_7	cds	110190	112658	+	LPARA_02441	recD2	ATP-dependent RecD2 DNA helicase	RefSeq:WP_003598558.1, SO:0001217, UniParc:UPI000297564E, UniRef:UniRef100_S4ZSV1, UniRef:UniRef50_U4TXF6, UniRef:UniRef90_Q039P4
contig_7	cds	112665	113882	+	LPARA_02442	eis	N-acetyltransferase domain-containing protein	COG:COG4552, COG:R, RefSeq:WP_003565208.1, SO:0001217, UniParc:UPI000176AB19, UniRef:UniRef100_A0A1S2AIG1, UniRef:UniRef50_F8X491, UniRef:UniRef90_A0A829H7B6
contig_8	cds	145	552	-	LPARA_02443		Thiol-disulfide isomerase and thioredoxin	SO:0001217, UniRef:UniRef50_Q03BN2, UniRef:UniRef90_Q03BN2
contig_8	cds	549	1193	-	LPARA_02444		Extracellular protein	SO:0001217, UniRef:UniRef50_Q03BN3, UniRef:UniRef90_Q03BN3
contig_8	cds	1209	2219	-	LPARA_02445		Cell wall-associated hydrolase	SO:0001217, UniRef:UniRef50_A0A422MDS0, UniRef:UniRef90_A0AAP9HF18
contig_8	cds	2221	4149	-	LPARA_02446		ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A0R1ZZR6, UniRef:UniRef90_A0AAP4JLB9
contig_8	cds	4130	4726	-	LPARA_02447		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0R1QKY2, UniRef:UniRef90_A0A8E0M5H4
contig_8	cds	4710	5045	-	LPARA_02448		hypothetical protein	RefSeq:WP_010493201.1, SO:0001217, UniParc:UPI0000510C39, UniRef:UniRef100_Q03BN7, UniRef:UniRef50_Q03BN7, UniRef:UniRef90_Q03BN7
contig_8	cds	5051	7108	-	LPARA_02449		pLS20_p028 family conjugation system transmembrane protein	SO:0001217, UniRef:UniRef50_A0A5R8LIC0, UniRef:UniRef90_A0A5R8LIC0
contig_8	cds	7105	9552	-	LPARA_02450		VirD4-like conjugal transfer protein, CD1115 family	EC:7.4.2.8, KEGG:K03205, SO:0001217, UniRef:UniRef50_A0A806E0P6, UniRef:UniRef90_A0A806E0P6
contig_8	cds	9579	10157	-	LPARA_02451		hypothetical protein	
contig_8	cds	10166	10585	-	LPARA_02452		single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0AAD1ARM0, UniRef:UniRef90_UPI002F26A9A2
contig_8	cds	10644	12173	-	LPARA_02453		Pesticidal crystal protein Cry22Aa Ig-like domain-containing protein	SO:0001217, UniRef:UniRef50_Q03BP2, UniRef:UniRef90_Q03BP2
contig_8	cds	12151	13392	-	LPARA_02454	essB	Type VII secretion protein EssB	SO:0001217, UniRef:UniRef50_A0A5R8LIC3, UniRef:UniRef90_A0A5R8LIC3
contig_8	cds	13435	13662	-	LPARA_02455		DUF350 domain-containing protein	SO:0001217, UniRef:UniRef50_Q03BP4, UniRef:UniRef90_Q03BP4
contig_8	cds	13664	13840	-	LPARA_02456		Phage protein	SO:0001217, UniRef:UniRef50_Q03BP5, UniRef:UniRef90_Q03BP5
contig_8	cds	13859	14125	-	LPARA_02457		hypothetical protein	RefSeq:WP_016367330.1, SO:0001217, UniParc:UPI000343C131, UniRef:UniRef100_A0A829GHI9, UniRef:UniRef50_Q03BP6, UniRef:UniRef90_Q03BP6
contig_8	cds	14137	14415	-	LPARA_02458		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A806LJ82, UniRef:UniRef90_A0A806LIB6
contig_8	cds	14624	14782	-	LPARA_02459		hypothetical protein	SO:0001217, UniRef:UniRef50_Q03BP8, UniRef:UniRef90_Q03BP8
contig_8	cds	14796	14984	-	LPARA_02460		Transposase	SO:0001217, UniRef:UniRef50_A0A806LK54, UniRef:UniRef90_UPI0023A96200
contig_8	cds	15059	15313	-	LPARA_02461		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A806LF07, UniRef:UniRef90_A0A829TEV5
contig_8	cds	15856	16869	-	LPARA_02462		HoxN/HupN/NixA family nickel/cobalt transporter	KEGG:K07241, SO:0001217, UniRef:UniRef50_G8PBU0, UniRef:UniRef90_UPI003857B4B0
