## Sun May  3 20:22:47 2026
## emapper-2.1.13
## /home/probiominserver/anaconda3/envs/eggnog-mapper/bin/emapper.py -i ./temp/20260503-wvUp-se8q-xNMC7EYi/0.contigAnn/prokka_result.faa --temp_dir ./temp/20260503-wvUp-se8q-xNMC7EYi/2.eggNOGmapper --output_dir ./temp/20260503-wvUp-se8q-xNMC7EYi/2.eggNOGmapper --output eggNOG_out --cpu 24 --sensmode fast -m diamond --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
ELMOCPCJ_02626	543734.LCABL_03470	9.69e-66	200.0	COG3414@1|root,COG3414@2|Bacteria,1VBHM@1239|Firmicutes,4HM7H@91061|Bacilli,3F96C@33958|Lactobacillaceae	91061|Bacilli	G	PTS system, Lactose/Cellobiose specific IIB subunit	-	-	2.7.1.194	ko:K02822	ko00053,ko01100,ko01120,ko02060,map00053,map01100,map01120,map02060	M00283,M00550	R07671	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.7.1	-	-	PTS_IIB
ELMOCPCJ_02627	543734.LCABL_03480	4.82e-293	801.0	COG3037@1|root,COG3037@2|Bacteria,1TQK5@1239|Firmicutes,4HBAD@91061|Bacilli,3F4Y4@33958|Lactobacillaceae	91061|Bacilli	S	PTS system sugar-specific permease component	-	-	-	ko:K03475	ko00053,ko01100,ko01120,ko02060,map00053,map01100,map01120,map02060	M00283,M00550	R07671	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.7.1	-	-	EIIC-GAT
ELMOCPCJ_02628	543734.LCABL_03490	5.04e-90	264.0	2DQQD@1|root,32UPI@2|Bacteria,1VIC6@1239|Firmicutes,4HSMN@91061|Bacilli,3F8E7@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TPR_1
ELMOCPCJ_02629	543734.LCABL_03500	1.12e-208	576.0	COG0191@1|root,COG0191@2|Bacteria,1TQ01@1239|Firmicutes,4HA99@91061|Bacilli,3F611@33958|Lactobacillaceae	91061|Bacilli	G	Fructose-bisphosphate aldolase class-II	-	-	4.1.2.13	ko:K01624	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00003,M00165,M00167,M00344,M00345	R01068,R01070,R01829,R02568	RC00438,RC00439,RC00603,RC00604	ko00000,ko00001,ko00002,ko01000	-	-	-	F_bP_aldolase
ELMOCPCJ_02630	543734.LCABL_03510	4.69e-151	424.0	COG0645@1|root,COG0645@2|Bacteria,1V4KB@1239|Firmicutes,4HI0A@91061|Bacilli,3F7CA@33958|Lactobacillaceae	91061|Bacilli	S	Zeta toxin	-	-	-	-	-	-	-	-	-	-	-	-	AAA_33,Zeta_toxin
ELMOCPCJ_02631	543734.LCABL_03520	1.07e-201	558.0	COG1378@1|root,COG1378@2|Bacteria,1TTRR@1239|Firmicutes,4IHFC@91061|Bacilli,3F9RY@33958|Lactobacillaceae	91061|Bacilli	K	Sugar-specific transcriptional regulator TrmB	-	-	-	-	-	-	-	-	-	-	-	-	TrmB
ELMOCPCJ_02632	543734.LCABL_03530	2.76e-190	530.0	COG0730@1|root,COG0730@2|Bacteria,1TQ8H@1239|Firmicutes,4IIWZ@91061|Bacilli,3F7J9@33958|Lactobacillaceae	91061|Bacilli	S	Sulfite exporter TauE/SafE	-	-	-	-	-	-	-	-	-	-	-	-	TauE
ELMOCPCJ_02633	543734.LCABL_03540	5.86e-229	631.0	COG2423@1|root,COG2423@2|Bacteria,1TPHM@1239|Firmicutes,4HBWI@91061|Bacilli,3F5HH@33958|Lactobacillaceae	91061|Bacilli	E	Ornithine cyclodeaminase/mu-crystallin family	-	-	4.3.1.12	ko:K01750	ko00330,ko01110,ko01130,ko01230,map00330,map01110,map01130,map01230	-	R00671	RC00354	ko00000,ko00001,ko01000	-	-	-	OCD_Mu_crystall
ELMOCPCJ_02634	543734.LCABL_03550	1.29e-189	526.0	COG0596@1|root,COG0596@2|Bacteria,1UKJS@1239|Firmicutes,4ITJ3@91061|Bacilli	91061|Bacilli	S	Alpha/beta hydrolase family	-	-	3.1.1.24	ko:K01055	ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220	M00568	R02991	RC00825	ko00000,ko00001,ko00002,ko01000	-	-	-	Abhydrolase_1
ELMOCPCJ_02638	543734.LCABL_03600	1.51e-119	355.0	COG3209@1|root,COG3209@2|Bacteria,1TT3P@1239|Firmicutes,4I28K@91061|Bacilli,3F4YY@33958|Lactobacillaceae	91061|Bacilli	M	Domain of unknown function (DUF5011)	-	-	-	-	-	-	-	-	-	-	-	-	Big_3,DUF285,Gram_pos_anchor
ELMOCPCJ_02640	543734.LCABL_03610	4.78e-91	266.0	COG3576@1|root,COG3576@2|Bacteria,1VW4G@1239|Firmicutes,4HW37@91061|Bacilli,3F6IW@33958|Lactobacillaceae	91061|Bacilli	S	Pyridoxamine 5'-phosphate oxidase	-	-	-	ko:K07006	-	-	-	-	ko00000	-	-	-	Putative_PNPOx
ELMOCPCJ_02641	1291743.LOSG293_590030	3.59e-93	271.0	2AK1X@1|root,31ARI@2|Bacteria,1V717@1239|Firmicutes,4HIQ9@91061|Bacilli,3F6WW@33958|Lactobacillaceae	91061|Bacilli	S	Pyrimidine dimer DNA glycosylase	yqeB	-	-	-	-	-	-	-	-	-	-	-	Pyr_excise
ELMOCPCJ_02642	543734.LCABL_03660	2.67e-191	533.0	COG2367@1|root,COG2367@2|Bacteria,1UYZ3@1239|Firmicutes,4HFV8@91061|Bacilli	91061|Bacilli	V	Beta-lactamase	bla1	-	3.5.2.6	ko:K17836	ko00311,ko01130,ko01501,map00311,map01130,map01501	M00627,M00628	R06363	RC01499	ko00000,ko00001,ko00002,ko01000,ko01504	-	-	-	Beta-lactamase2,zinc_ribbon_2
ELMOCPCJ_02643	543734.LCABL_03670	1.49e-108	316.0	2EM6V@1|root,33EW2@2|Bacteria,1VNUQ@1239|Firmicutes,4HRSG@91061|Bacilli	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_02644	543734.LCABL_03690	4.29e-229	631.0	COG1609@1|root,COG1609@2|Bacteria,1TPZJ@1239|Firmicutes,4HC9Z@91061|Bacilli,3F3PB@33958|Lactobacillaceae	91061|Bacilli	K	Transcriptional regulator	msmR	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
ELMOCPCJ_02645	543734.LCABL_03700	7.33e-183	510.0	COG3715@1|root,COG3715@2|Bacteria,1UYP8@1239|Firmicutes,4HFQS@91061|Bacilli,3FC9E@33958|Lactobacillaceae	91061|Bacilli	G	PTS system sorbose-specific iic component	-	-	-	ko:K02795	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060	M00276	R02630	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.6.1	-	-	EII-Sor
ELMOCPCJ_02646	543734.LCABL_03710	7.06e-166	466.0	COG3716@1|root,COG3716@2|Bacteria,1UMKU@1239|Firmicutes,4HCQB@91061|Bacilli,3FBHN@33958|Lactobacillaceae	91061|Bacilli	G	PTS system mannose/fructose/sorbose family IID component	-	-	-	ko:K02796	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060	M00276	R02630	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.6.1	-	-	EIID-AGA
ELMOCPCJ_02647	1154860.SAG0136_07715	1.48e-287	793.0	COG3119@1|root,COG3119@2|Bacteria,1TSHE@1239|Firmicutes,4IQVE@91061|Bacilli	91061|Bacilli	P	Type I phosphodiesterase / nucleotide pyrophosphatase	-	-	-	-	-	-	-	-	-	-	-	-	DUF4976,Sulfatase
ELMOCPCJ_02648	543734.LCABL_03770	3.54e-210	579.0	COG1262@1|root,COG1262@2|Bacteria,1TT4R@1239|Firmicutes,4HA8D@91061|Bacilli	91061|Bacilli	S	Sulfatase-modifying factor enzyme 1	pkn1	-	-	-	-	-	-	-	-	-	-	-	DinB_2,FGE-sulfatase
ELMOCPCJ_02649	543734.LCABL_03780	8.5e-170	476.0	COG0730@1|root,COG0730@2|Bacteria,1UY5F@1239|Firmicutes,4HEQF@91061|Bacilli,3F7B6@33958|Lactobacillaceae	91061|Bacilli	S	Sulfite exporter TauE/SafE	-	-	-	ko:K07090	-	-	-	-	ko00000	-	-	-	TauE
ELMOCPCJ_02650	543734.LCABL_03790	2.23e-252	692.0	COG0641@1|root,COG0641@2|Bacteria,1TQPS@1239|Firmicutes,4HEMS@91061|Bacilli,3F89R@33958|Lactobacillaceae	91061|Bacilli	C	Iron-sulfur cluster-binding domain	ydeM3	-	-	ko:K06871	-	-	-	-	ko00000	-	-	-	Fer4_12,Radical_SAM,SPASM
ELMOCPCJ_02651	543734.LCABL_03800	1.05e-221	611.0	COG1957@1|root,COG1957@2|Bacteria,1TSSS@1239|Firmicutes,4HB17@91061|Bacilli,3F4T0@33958|Lactobacillaceae	91061|Bacilli	F	Nucleoside	rihC	-	3.2.2.1	ko:K01239,ko:K01250,ko:K12700	ko00230,ko00760,ko01100,map00230,map00760,map01100	-	R01245,R01273,R01677,R01770,R02143	RC00033,RC00063,RC00122,RC00318,RC00485	ko00000,ko00001,ko01000	-	-	-	IU_nuc_hydro
ELMOCPCJ_02652	543734.LCABL_03810	4.08e-295	810.0	COG3069@1|root,COG3069@2|Bacteria,1U0AJ@1239|Firmicutes,4HB8W@91061|Bacilli,3F9NU@33958|Lactobacillaceae	91061|Bacilli	C	Tripartite ATP-independent periplasmic transporter, DctM component	dcuC	-	-	ko:K03326	-	-	-	-	ko00000,ko02000	2.A.61.1	-	-	DcuC
ELMOCPCJ_02653	543734.LCABL_03820	4.08e-117	335.0	COG0454@1|root,COG0456@2|Bacteria,1VZQS@1239|Firmicutes,4HYU7@91061|Bacilli,3FAK1@33958|Lactobacillaceae	91061|Bacilli	K	Acetyltransferase (GNAT) family	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
ELMOCPCJ_02654	543734.LCABL_03830	1.39e-173	484.0	COG2188@1|root,COG2188@2|Bacteria,1V4G6@1239|Firmicutes,4HG0G@91061|Bacilli,3F8G0@33958|Lactobacillaceae	91061|Bacilli	K	helix_turn_helix gluconate operon transcriptional repressor	-	-	-	-	-	-	-	-	-	-	-	-	GntR
ELMOCPCJ_02655	543734.LCABL_03840	1.16e-204	564.0	COG0627@1|root,COG0627@2|Bacteria,1TPA9@1239|Firmicutes,4HD64@91061|Bacilli,3FCD2@33958|Lactobacillaceae	91061|Bacilli	S	Putative esterase	estA	-	-	ko:K03930	-	-	-	-	ko00000,ko01000	-	CE1	-	Esterase
ELMOCPCJ_02656	543734.LCABL_03850	3.69e-195	541.0	COG3716@1|root,COG3716@2|Bacteria,1TQA3@1239|Firmicutes,4HA3K@91061|Bacilli,3F3KR@33958|Lactobacillaceae	91061|Bacilli	G	system, mannose fructose sorbose family IID component	-	-	-	ko:K02796,ko:K17467	ko00030,ko00051,ko00520,ko01100,ko01120,ko02060,map00030,map00051,map00520,map01100,map01120,map02060	M00276,M00610	R02630,R10407	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.6.1,4.A.6.1.17	-	-	EIID-AGA
ELMOCPCJ_02657	543734.LCABL_03860	3.37e-174	486.0	COG3715@1|root,COG3715@2|Bacteria,1TSX0@1239|Firmicutes,4HBRB@91061|Bacilli,3FBHQ@33958|Lactobacillaceae	91061|Bacilli	G	PTS system sorbose-specific iic component	-	-	-	ko:K02795	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060	M00276	R02630	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.6.1	-	-	EII-Sor
ELMOCPCJ_02658	543734.LCABL_03870	7.85e-117	334.0	COG3444@1|root,COG3444@2|Bacteria,1TQJ4@1239|Firmicutes,4H9Z8@91061|Bacilli,3F4PU@33958|Lactobacillaceae	91061|Bacilli	G	PTS system sorbose subfamily IIB component	-	-	2.7.1.191	ko:K02794	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060	M00276	R02630	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.6.1	-	-	PTSIIB_sorb
ELMOCPCJ_02659	543734.LCABL_03880	4.92e-90	264.0	COG2893@1|root,COG2893@2|Bacteria,1VCJ2@1239|Firmicutes,4HPXK@91061|Bacilli,3F7TA@33958|Lactobacillaceae	91061|Bacilli	G	PTS system fructose IIA component	-	-	2.7.1.191	ko:K02793	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060	M00276	R02630	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.6.1	-	-	EIIA-man
ELMOCPCJ_02660	543734.LCABL_08920	3.36e-82	243.0	COG1098@1|root,COG1098@2|Bacteria,1VASQ@1239|Firmicutes,4HKSW@91061|Bacilli,3F6AN@33958|Lactobacillaceae	91061|Bacilli	J	general stress protein	yugI	-	-	ko:K07570	-	-	-	-	ko00000	-	-	-	S1
ELMOCPCJ_02661	543734.LCABL_08910	1.48e-140	396.0	COG0652@1|root,COG0652@2|Bacteria,1TRHW@1239|Firmicutes,4H9V0@91061|Bacilli,3F3TI@33958|Lactobacillaceae	91061|Bacilli	G	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	ppiB	-	5.2.1.8	ko:K03768	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	Hydrolase_3,Pro_isomerase
ELMOCPCJ_02662	543734.LCABL_08900	9.11e-236	648.0	COG0492@1|root,COG0492@2|Bacteria,1TRPN@1239|Firmicutes,4H9V7@91061|Bacilli,3F3NQ@33958|Lactobacillaceae	91061|Bacilli	C	Ferredoxin--NADP reductase	yumC	-	1.18.1.2,1.19.1.1	ko:K21567	-	-	-	-	ko00000,ko01000	-	-	iYO844.BSU32110	Pyr_redox_2
ELMOCPCJ_02663	543734.LCABL_08890	3.75e-114	327.0	COG1267@1|root,COG1267@2|Bacteria,1V3I0@1239|Firmicutes,4HH4Y@91061|Bacilli,3F6QT@33958|Lactobacillaceae	91061|Bacilli	I	Phosphatidylglycerophosphatase A	pgpA	-	3.1.3.27	ko:K01095	ko00564,ko01100,map00564,map01100	-	R02029	RC00017	ko00000,ko00001,ko01000	-	-	-	PgpA
ELMOCPCJ_02664	543734.LCABL_08880	5.03e-148	417.0	COG0586@1|root,COG0586@2|Bacteria,1UZ4P@1239|Firmicutes,4HG3F@91061|Bacilli,3F4KG@33958|Lactobacillaceae	91061|Bacilli	S	SNARE-like domain protein	dedA	-	-	ko:K03975	-	-	-	-	ko00000	-	-	-	SNARE_assoc
ELMOCPCJ_02665	543734.LCABL_08870	2.24e-146	412.0	COG4478@1|root,COG4478@2|Bacteria,1V7UW@1239|Firmicutes,4HHH4@91061|Bacilli,3F4YP@33958|Lactobacillaceae	91061|Bacilli	S	Protein of unknown function (DUF1461)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1461
ELMOCPCJ_02666	543734.LCABL_08860	9.44e-187	518.0	COG0647@1|root,COG0647@2|Bacteria,1TQGM@1239|Firmicutes,4HA3R@91061|Bacilli,3F49D@33958|Lactobacillaceae	91061|Bacilli	G	Catalyzes the dephosphorylation of 2-6 carbon acid sugars in vitro	nagD	-	3.1.3.41	ko:K01101	ko00627,ko01120,map00627,map01120	-	R03024	RC00151	ko00000,ko00001,ko01000	-	-	-	Hydrolase_6,Hydrolase_like
ELMOCPCJ_02667	543734.LCABL_08850	1.7e-149	421.0	COG4470@1|root,COG4470@2|Bacteria,1VA85@1239|Firmicutes,4HKF7@91061|Bacilli,3F66P@33958|Lactobacillaceae	91061|Bacilli	S	Protein of unknown function (DUF1027)	yutD	-	-	-	-	-	-	-	-	-	-	-	DUF1027
ELMOCPCJ_02668	543734.LCABL_08840	0.0	918.0	COG0737@1|root,COG0737@2|Bacteria,1TQCW@1239|Firmicutes,4HAUC@91061|Bacilli,3F4ZD@33958|Lactobacillaceae	91061|Bacilli	F	Belongs to the 5'-nucleotidase family	yunD	-	3.1.3.5	ko:K01081	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110	-	R00183,R00511,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346	RC00017	ko00000,ko00001,ko01000	-	-	-	5_nucleotid_C,Metallophos
ELMOCPCJ_02669	543734.LCABL_08830	8.65e-147	413.0	COG4186@1|root,COG4186@2|Bacteria,1V40Y@1239|Firmicutes,4HH4J@91061|Bacilli,3F4EX@33958|Lactobacillaceae	91061|Bacilli	S	Calcineurin-like phosphoesterase	-	-	-	-	-	-	-	-	-	-	-	-	Metallophos,Metallophos_2
ELMOCPCJ_02670	543734.LCABL_08820	2.3e-151	428.0	COG5438@1|root,COG5438@2|Bacteria,1TSWX@1239|Firmicutes,4HBKX@91061|Bacilli,3F3S6@33958|Lactobacillaceae	91061|Bacilli	S	overlaps another CDS with the same product name	yibF	-	-	-	-	-	-	-	-	-	-	-	YibE_F
ELMOCPCJ_02671	543734.LCABL_08810	1.2e-240	663.0	COG5438@1|root,COG5438@2|Bacteria,1TPEV@1239|Firmicutes,4HCP3@91061|Bacilli,3F3M9@33958|Lactobacillaceae	91061|Bacilli	S	overlaps another CDS with the same product name	yibE	-	-	-	-	-	-	-	-	-	-	-	YibE_F
ELMOCPCJ_02672	543734.LCABL_08790	8.22e-72	215.0	2C26E@1|root,3424N@2|Bacteria,1VX4A@1239|Firmicutes,4HXT9@91061|Bacilli,3F70Q@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_02673	543734.LCABL_08780	0.0	884.0	COG0584@1|root,COG0584@2|Bacteria,1UGF1@1239|Firmicutes,4H9QE@91061|Bacilli,3FC1S@33958|Lactobacillaceae	91061|Bacilli	C	Glycerophosphoryl diester phosphodiesterase family	glpQ	-	3.1.4.46	ko:K01126	ko00564,map00564	-	R01030,R01470	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	GDPD
ELMOCPCJ_02674	543734.LCABL_08770	0.0	930.0	COG0624@1|root,COG0624@2|Bacteria,1TPEG@1239|Firmicutes,4HC14@91061|Bacilli,3F3UV@33958|Lactobacillaceae	91061|Bacilli	E	dipeptidase PepV	pepV	-	3.5.1.18	ko:K01270,ko:K01274,ko:K01439	ko00300,ko00480,ko01100,ko01120,ko01230,map00300,map00480,map01100,map01120,map01230	M00016	R00899,R02734,R04951	RC00064,RC00090,RC00096,RC00141	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	M20_dimer,Peptidase_M20
ELMOCPCJ_02675	543734.LCABL_08760	8.35e-177	493.0	COG0340@1|root,COG0340@2|Bacteria,1TQCU@1239|Firmicutes,4HB60@91061|Bacilli,3F5HY@33958|Lactobacillaceae	91061|Bacilli	H	Acts both as a biotin-- acetyl-CoA-carboxylase ligase and a repressor	birA	-	6.3.4.15	ko:K03524	ko00780,ko01100,map00780,map01100	-	R01074,R05145	RC00043,RC00070,RC00096,RC02896	ko00000,ko00001,ko01000,ko03000	-	-	-	BPL_C,BPL_LplA_LipB,HTH_11
ELMOCPCJ_02676	543734.LCABL_08750	7.47e-164	458.0	COG1011@1|root,COG1011@2|Bacteria,1TRQ6@1239|Firmicutes,4HKAS@91061|Bacilli,3FBG9@33958|Lactobacillaceae	91061|Bacilli	S	HAD-hyrolase-like	yfnB	-	3.8.1.2	ko:K01560,ko:K07025	ko00361,ko00625,ko01100,ko01120,map00361,map00625,map01100,map01120	-	R05287	RC00697	ko00000,ko00001,ko01000	-	-	-	HAD_2
ELMOCPCJ_02677	1423732.BALS01000001_gene1381	0.0	1472.0	COG0744@1|root,COG0744@2|Bacteria,1TPM5@1239|Firmicutes,4H9SA@91061|Bacilli,3F4ZE@33958|Lactobacillaceae	91061|Bacilli	M	Penicillin binding protein transpeptidase domain	pbp1B	-	2.4.1.129	ko:K03693,ko:K12551	ko00550,ko01100,ko01501,map00550,map01100,map01501	-	-	-	ko00000,ko00001,ko01000,ko01003,ko01011	-	GT51	-	Transgly,Transpeptidase
ELMOCPCJ_02678	543734.LCABL_08700	4.31e-232	639.0	COG1609@1|root,COG1609@2|Bacteria,1TQ7K@1239|Firmicutes,4H9NG@91061|Bacilli,3F4AA@33958|Lactobacillaceae	91061|Bacilli	K	catabolite control protein A	ccpA	GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032991,GO:0032993,GO:0043565,GO:0044212,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
ELMOCPCJ_02679	543734.LCABL_08690	1.04e-272	745.0	COG0006@1|root,COG0006@2|Bacteria,1TQ6R@1239|Firmicutes,4HA5I@91061|Bacilli,3F3X5@33958|Lactobacillaceae	91061|Bacilli	E	Creatinase/Prolidase N-terminal domain	pepQ	-	3.4.13.9	ko:K01271	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Creatinase_N,Peptidase_M24
ELMOCPCJ_02680	543734.LCABL_08680	3.05e-116	333.0	COG1827@1|root,COG1827@2|Bacteria,1V6EY@1239|Firmicutes,4HGYB@91061|Bacilli,3F7V1@33958|Lactobacillaceae	91061|Bacilli	S	3H domain	yrxA	-	-	ko:K07105	-	-	-	-	ko00000	-	-	-	3H,HTH_11
ELMOCPCJ_02681	543734.LCABL_08670	9.37e-112	322.0	COG4980@1|root,COG4980@2|Bacteria,1VFY7@1239|Firmicutes,4HNWV@91061|Bacilli,3F8GC@33958|Lactobacillaceae	91061|Bacilli	S	YtxH-like protein	ytxH	-	-	-	-	-	-	-	-	-	-	-	YtxH
ELMOCPCJ_02682	543734.LCABL_08660	1.73e-45	152.0	COG4768@1|root,COG4768@2|Bacteria,1VAXN@1239|Firmicutes,4HM93@91061|Bacilli,3F6KB@33958|Lactobacillaceae	91061|Bacilli	S	protein containing a divergent version of the methyl-accepting chemotaxis-like domain	ytxG	-	-	-	-	-	-	-	-	-	-	-	DUF948
ELMOCPCJ_02683	543734.LCABL_08650	2.79e-197	548.0	COG0668@1|root,COG0668@2|Bacteria,1TR9Z@1239|Firmicutes,4HCB8@91061|Bacilli,3F49U@33958|Lactobacillaceae	91061|Bacilli	M	mechanosensitive ion channel	ykuT	GO:0003674,GO:0005215,GO:0006810,GO:0006950,GO:0006970,GO:0008150,GO:0008381,GO:0009628,GO:0009987,GO:0015267,GO:0022803,GO:0022836,GO:0022857,GO:0033554,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071214,GO:0071470,GO:0104004	-	ko:K16052,ko:K22044	-	-	-	-	ko00000,ko02000	1.A.23.3,1.A.23.4	-	-	MS_channel
ELMOCPCJ_02684	543734.LCABL_08640	9.34e-199	552.0	COG2035@1|root,COG2035@2|Bacteria,1UYD5@1239|Firmicutes,4HBE3@91061|Bacilli,3F4QH@33958|Lactobacillaceae	91061|Bacilli	S	Domain of unknown function (DUF368)	-	-	-	ko:K08974	-	-	-	-	ko00000	-	-	-	DUF368
ELMOCPCJ_02685	543734.LCABL_08630	2.67e-111	320.0	COG0517@1|root,COG0517@2|Bacteria,1VFAB@1239|Firmicutes,4HRWJ@91061|Bacilli,3FBMW@33958|Lactobacillaceae	91061|Bacilli	S	CBS domain	ykuL	-	-	-	-	-	-	-	-	-	-	-	CBS
ELMOCPCJ_02686	543734.LCABL_08620	9.41e-176	489.0	COG0580@1|root,COG0580@2|Bacteria,1TP4T@1239|Firmicutes,4HE39@91061|Bacilli,3FCCB@33958|Lactobacillaceae	91061|Bacilli	U	Major intrinsic protein	gla	-	-	ko:K02440	-	-	-	-	ko00000,ko02000	1.A.8.1,1.A.8.2	-	-	MIP
ELMOCPCJ_02687	543734.LCABL_08610	9.48e-125	355.0	COG0622@1|root,COG0622@2|Bacteria,1VA0U@1239|Firmicutes,4HM24@91061|Bacilli,3F73R@33958|Lactobacillaceae	91061|Bacilli	S	Phosphoesterase	ysnB	GO:0003674,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914	-	ko:K07095	-	-	-	-	ko00000	-	-	-	Metallophos_2
ELMOCPCJ_02688	543734.LCABL_08600	0.0	952.0	COG0127@1|root,COG0796@1|root,COG0127@2|Bacteria,COG0796@2|Bacteria,1TPPR@1239|Firmicutes,4HA46@91061|Bacilli,3F446@33958|Lactobacillaceae	91061|Bacilli	M	Provides the (R)-glutamate required for cell wall biosynthesis	murI	GO:0000270,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008881,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016853,GO:0016854,GO:0016855,GO:0030203,GO:0034645,GO:0036361,GO:0042546,GO:0042802,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0047661,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	3.6.1.66,5.1.1.3	ko:K01776,ko:K02428	ko00230,ko00471,ko01100,map00230,map00471,map01100	-	R00260,R00426,R00720,R01855,R02100,R02720,R03531	RC00002,RC00302	ko00000,ko00001,ko01000,ko01011	-	-	iYO844.BSU28390	Asp_Glu_race
ELMOCPCJ_02689	543734.LCABL_08590	1.12e-109	316.0	COG1719@1|root,COG1719@2|Bacteria,1VD7N@1239|Firmicutes,4HKV3@91061|Bacilli,3F7ZI@33958|Lactobacillaceae	91061|Bacilli	S	Protein of unknown function (DUF2507)	yslB	-	-	-	-	-	-	-	-	-	-	-	DUF2507
ELMOCPCJ_02690	543734.LCABL_08580	3.78e-308	839.0	COG3966@1|root,COG3966@2|Bacteria,1TSZU@1239|Firmicutes,4HC3H@91061|Bacilli,3F3WE@33958|Lactobacillaceae	91061|Bacilli	M	Protein involved in D-alanine esterification of lipoteichoic acid and wall teichoic acid (D-alanine transfer protein)	dltD	-	-	ko:K03740	ko01503,ko02020,ko05150,map01503,map02020,map05150	M00725	-	-	ko00000,ko00001,ko00002,ko01504	-	-	-	DltD
